applicant,application_date,application_number,document_date,document_number,inventor,title
潍柴动力股份有限公司,2012-04-10,CN201210104260.4,2012-08-01,CN102620939A,"屈大勇,张军,杨信刚",一种发动机扭矩预测方法和装置
潍柴动力股份有限公司,2012-04-20,CN201210118081.6,2012-08-15,CN102635477A,"韩尔樑,潘凤文,刘信奎,王德军,刘焕东,吴学强",一种起动机空转的检测方法及装置
潍柴动力股份有限公司,2012-04-06,CN201210099499.7,2012-09-12,CN102663085A,"孙少军,赵金光,王秀雷,孟媛媛,黄继轩",一种柴油机电控数据校对系统和校对方法
潍柴动力股份有限公司,2011-01-25,CN201110026791.1,2012-09-19,CN102032040B,"陈利,高焱,冯兵兵,王洪山",一种发动机及其中冷器
潍柴动力扬州柴油机有限责任公司,2012-04-18,CN201210115047.3,2012-08-01,CN102619601A,"郭林山,李捷辉",一种电控柴油机SCR系统及其控制方法
潍柴动力股份有限公司,2011-01-24,CN201110025401.9,2012-08-08,CN102032022B,"佟德辉,孙少军,侯晓良",一种压力油管及包括该油管的发动机
潍柴动力股份有限公司,2012-04-06,CN201210099513.3,2012-08-01,CN102621917A,"孙少军,佟德辉,王欣伟,徐文俊,原利超,周石磊,宋梅",一种防止带电插拔ECU接插件的方法和装置
潍柴动力股份有限公司,2012-05-31,CN201210176625.4,2012-09-19,CN102678228A,"张英,王军,朱守江,董晓婷",一种油气分离装置
潍柴动力股份有限公司,2012-06-27,CN201210215636.9,2012-10-03,CN102705092A,"王占,乔海周,常久鹏,俞宜锴,邓博文",一种发动机转速信号转化装置及工程机械
潍柴动力股份有限公司,2013-07-01,CN201310272149.0,2013-09-18,CN103306839A,"刘兴义,王裕鹏,杨新达,冯杰,吴速超",共轨轨压的控制方法和控制系统
潍柴动力股份有限公司,2013-05-31,CN201310213403.X,2013-09-18,CN103306858A,"龚英利,代子阳,高翠,姚旺",EGR空气混合装置及带EGR系统的燃油发动机
中联重科股份有限公司,2014-08-22,CN201410417810.7,2016-03-30,CN105437372A,"田翠云,李四中,万梁",一种混凝土搅拌运输车的搅拌筒的控制方法及装置
中联重科股份有限公司,2013-12-12,CN201310684820.2,2016-03-30,CN103692556B,"刘嵘,刘灶",伸缩卸料装置及包含该卸料装置的砂浆站
长沙中联消防机械有限公司,2015-12-18,CN201510956494.5,2016-03-09,CN105381560A,"吕斌,周磊",消防车的输水管路安装结构和消防车
中联重科股份有限公司,2013-02-06,CN201310046996.5,2016-03-02,CN103148812B,"陶泽安,梁聪慧,涂佳玮,曾杨",隧道轮廓扫描设备、方法及包含该设备的工程机械
中联重科股份有限公司,2014-05-28,CN201410230773.9,2016-03-02,CN103981794B,"龚志高,许少铭",拉绳调节连接器及包含其的摊铺机侧拉紧装置、摊铺机
中联重科股份有限公司,2014-08-26,CN201410424447.1,2016-03-02,CN105370042A,"郭岗,吴德志,黑明辉,张宇,吴成平",管路输送系统、混凝土泵车和混凝土输送设备
中联重科股份有限公司,2013-08-01,CN201310331639.3,2016-03-09,CN103395599B,覃文亮,循环工作站
中联重科股份有限公司,2014-06-05,CN201410246469.3,2016-03-09,CN103994110B,刘玉峰,防打滑控制设备、系统、方法及工程机械
中联重科股份有限公司,2013-12-12,CN201310684818.5,2016-04-06,CN103663151B,衣磊,塔机及其双起升机构安全控制方法、设备和系统
长沙中联消防机械有限公司,2013-11-18,CN201310576530.6,2016-04-06,CN103591064B,"熊炳榕,欧涛",支腿控制液压系统与工程车辆
中联重科股份有限公司,2014-08-15,CN201410403291.9,2016-03-30,CN105436084A,"黄毅,王长年,陈雨雨",矿物分选装置及矿物加工系统
中联重科股份有限公司,2014-12-29,CN201410850874.6,2016-04-13,CN104492315B,"张斌,李亮,付玲,刘之安,彭林斌,唐山青,张劲",一种混砂罐、混砂车及压裂车组
中联重科股份有限公司,2014-03-11,CN201410086811.8,2016-04-20,CN103803431B,"周惠君,李桂芳",自动换倍率装置及具有该自动换倍率装置的起重机
中联重科股份有限公司,2013-01-28,CN201310031841.4,2016-04-20,CN103071959B,"龙美花,胡桂平,李纲",吊臂的焊接定位装置及方法
中联重科股份有限公司,2011-12-27,CN201110442899.9,2016-04-20,CN103186101B,"陈凯,谢长宇,黄文华,李珍",整车控制器的硬件在环仿真测试系统
中联重科股份有限公司,2014-12-29,CN201410850892.4,2016-05-04,CN104587868B,"张斌,彭林斌,付玲,刘之安,李亮,唐山青,张劲",一种混砂罐、混砂车及压裂车组
中联重科股份有限公司,2013-05-14,CN201310176644.1,2016-05-04,CN103324094B,"尹莉,李宇力,邓超,任会礼",臂架非线性变形在线求解装置及方法
中联重科股份有限公司,2013-11-01,CN201610023640.3,2016-04-06,CN105464032A,"李冬平,张斌,张劲,肖庆麟,龙亮",清扫车侧吸机构及包含该清扫车侧吸机构的清扫车
中联重科股份有限公司,2013-06-21,CN201310249885.4,2016-04-06,CN103321871B,"王晨鹏,徐建华",泵送机构及包含该泵送机构的泵送设备
中联重科股份有限公司,2011-11-18,CN201110367551.8,2016-04-06,CN103123278B,"黄毅,杨文",传感器安装装置
中兴通讯股份有限公司,2015-06-30,CN201510374309.1,2017-01-11,CN106330730A,"毕以峰,王姝懿,潘云波,汪军,李响,冉泳屹,孙龙",组播控制方法和装置
中兴通讯股份有限公司,2015-06-30,CN201510374253.X,2017-01-11,CN106332286A,"杨玲,苟伟,赵亚军,彭佛才",频谱资源分配方法及装置
中兴通讯股份有限公司,2015-06-16,CN201510331438.2,2017-01-11,CN106326141A,蒋平,数据缓存处理方法及装置
中兴通讯股份有限公司,2015-06-24,CN201510354711.3,2017-01-11,CN106331905A,杜树奎,波分网络光层的管理方法、系统及装置
中兴通讯股份有限公司,2015-06-17,CN201510338291.X,2017-01-11,CN106331391A,"刘波,陈天燕",呼叫处理方法及装置
中兴通讯股份有限公司,2015-06-15,CN201510331054.0,2017-01-11,CN106331399A,"蓝雅燕,阮亮,朱爱锋,赵秋荷,孙小伟,徐柏山",网络电话VOIP资源处理方法、装置及设备
中兴通讯股份有限公司,2015-06-16,CN201510332528.3,2017-01-11,CN106332300A,高扬,专用承载建立方法、装置及用户设备
中兴通讯股份有限公司,2015-06-17,CN201510336476.7,2017-01-11,CN106330442A,"李伟华,赖静",身份认证方法、装置及系统
中兴通讯股份有限公司,2015-06-30,CN201510373771.X,2017-01-11,CN106330696A,沈琴,保活报文的发送方法及装置
中兴通讯股份有限公司,2015-06-25,CN201510359030.6,2017-01-11,CN106327038A,殷宝玉,电子工单处理方法及装置
中兴通讯股份有限公司,2015-06-26,CN201510366772.1,2017-01-11,CN106325979A,"巨满昌,兰峰枫,齐磊",虚拟机部署方法、装置及网络功能虚拟化编排NVFO
中兴通讯股份有限公司,2015-06-15,CN201510331132.7,2017-01-11,CN106330648A,曾涛,路由信息生成方法及装置
中兴通讯股份有限公司,2015-06-10,CN201510317925.3,2016-12-21,CN106255113A,王飞,骚扰电话的识别方法及装置
中兴通讯股份有限公司,2015-06-04,CN201510306947.X,2016-12-21,CN106254268A,"高学刚,赵玉海",服务质量调度方法及装置
中兴通讯股份有限公司,2015-06-17,CN201510338775.4,2016-12-28,CN106257445A,杨鑫,字段的显示方法及装置
中兴通讯股份有限公司,2015-06-26,CN201510362819.7,2017-01-04,CN106301874A,叶斐,端口匹配方法、装置、控制单板、电交叉单板及网管设备
中兴通讯股份有限公司,2015-06-29,CN201510367814.3,2017-01-04,CN106301878A,郝振强,终端处理方法、装置及终端网络管理系统
中兴通讯股份有限公司,2015-06-02,CN201510297249.8,2017-01-04,CN106301851A,"刘新强,龚晓东,王丽蓉",扣费方法及系统
中兴通讯股份有限公司,2015-06-25,CN201510358058.8,2017-01-04,CN106293501A,"郭斌,韩银俊,程宁,高洪,黄震江,陈正华,陈典强",数据读写方法及装置
潍柴动力股份有限公司,2013-07-01,CN201310272989.7,2013-09-18,CN103303139A,"贾红杰,张茂伟,栗明,聂标涛",一种取力器
中兴通讯股份有限公司,2015-06-01,CN201510293492.2,2017-01-04,CN106301847A,李金亮,接入点接口配置恢复方法、装置及家庭网关
潍柴动力股份有限公司,2013-05-31,CN201310214368.3,2013-09-18,CN103303126A,"韩尔樑,李会收,李可敬,刘信奎,银铭强",电动汽车中高压电源分配模块的冷却系统及电动汽车
潍柴动力股份有限公司,2013-06-09,CN201310231855.0,2013-09-04,CN103272728A,"李云强,战强,殷海红,马雁",SCR系统及其尿素喷头
潍柴动力股份有限公司,2013-06-04,CN201310217980.6,2013-09-04,CN103273912A,"韩尔樑,石伟,马明霞,周之光,邵路,赵甲运",一种辅助刹车方法和辅助刹车装置
潍柴动力股份有限公司,2013-06-07,CN201310226069.1,2013-09-04,CN103277168A,"周崇义,杨合祥,周黎明",一种发动机及其机油消耗量检测装置和方法
潍柴动力股份有限公司,2013-06-24,CN201310254484.8,2013-09-11,CN103291412A,"杨宝,黄娟,姜波,荣超,栗明,聂标涛,范高峰,梁桂学",一种发动机及其油底壳组件
潍柴动力股份有限公司,2013-06-09,CN201310231539.3,2013-09-18,CN103306330A,"孔祥花,王学鹏,刘栋,杨信刚,赵金光",发动机怠速控制方法和装置、挖掘机、装载机
潍柴动力股份有限公司,2011-08-26,CN201110251710.8,2013-11-06,CN102297032B,"胡广地,佟德辉",用于控制柴油发动机的空气系统的设备和方法
潍柴动力股份有限公司,2011-10-25,CN201110327978.5,2014-02-26,CN102410801B,"王爱荣,任传儒",一种测量工具
潍柴动力股份有限公司,2011-04-29,CN201110110703.6,2014-02-26,CN102259636B,"常久鹏,王巍",一种汽车防盗方法及系统
潍柴动力股份有限公司,2013-11-19,CN201310582412.6,2014-03-26,CN103660904A,"韩尔樑,耿丽珍,桂经良,田莹,王朝辉",一种混合动力驱动系统
潍柴动力股份有限公司,2011-04-19,CN201110100426.0,2014-03-12,CN102192033B,"胡广地,孙少军,佟德辉",用于控制柴油发动机的高压共轨系统的设备和方法
潍柴动力股份有限公司,2013-11-14,CN201310566777.X,2014-03-26,CN103670605A,"唐蛟,苗垒,王意宝,王堃,张晓丽,王东升",一种柴油机及其颗粒物捕集器再生装置
潍柴动力股份有限公司,2013-11-15,CN201310573463.2,2014-03-26,CN103670568A,"战强,殷海红,姜淑君,马雁",一种柴油发动机及其具备气门晚关功能的配气机构
潍柴动力股份有限公司,2013-11-08,CN201310553356.3,2014-03-26,CN103670562A,"吕祥,康明明,陈利",一种摇臂罩及具有该摇臂罩的发动机
潍柴动力股份有限公司,2013-12-24,CN201310724420.X,2014-04-23,CN103738257A,"韩尔樑,陈瑞恒,刘信奎,刘焕东,娄丙民,吕昌国,潘凤文",一种混合动力车的高压组件安装方法和车架
潍柴动力股份有限公司,2014-01-07,CN201410007008.0,2014-04-30,CN103758622A,"李传军,陈月春,王继磊,吕文芝,常国丽",一种发动机冷却风扇的控制方法和控制系统
潍柴动力股份有限公司,2014-01-07,CN201410007188.2,2014-04-30,CN103758648A,"时保帆,王佳兴,高慎勇,田红霞",一种用于发电机组的发动机转速控制方法和装置
潍柴动力股份有限公司,2012-02-09,CN201210028485.6,2014-04-30,CN102539088B,"魏涛,李正现",密封胶圈的密封性能检验方法及其专用检验装置
潍柴动力股份有限公司,2011-11-23,CN201110376208.X,2014-04-02,CN102536395B,"韩尔樑,潘凤文,刘信奎,袁新枚,何汉清,文武红",一种混合动力公交车及其发动机SCR热管理系统
中联重科股份有限公司,2013-05-07,CN201310164893.9,2016-04-20,CN103256220B,"蒯胜,龙冶国,胡廷江",齿轮泵和工程机械
中联重科股份有限公司,2014-11-10,CN201410627320.X,2016-05-04,CN104477797B,"刘耀宗,陈仁伍,胡蛟,喻广强,汪雪晴",轮式起重机作业防振设备、系统、方法及轮式起重机
中联重科股份有限公司,2014-10-09,CN201410527380.4,2016-05-11,CN104340875B,姚钢,起重机的臂架姿态监测控制系统、方法、装置及起重机
中联重科股份有限公司,2014-04-02,CN201410130915.4,2016-04-20,CN103921795B,"陶泽安,李伟,陈华,袁英敏,张文蓉",车辆及其滑行能量回收方法、系统
中联重科股份有限公司,2014-09-24,CN201410493828.5,2016-04-20,CN105508229A,"张宏亮,李哲,阳振文",空压机的控制方法、空压机的控制系统以及工程机械
中联重科股份有限公司,2013-11-06,CN201310547176.4,2016-05-11,CN103541935B,"赵瑞刚,吴双生,裴辉,李燕平,刘仕奇",液压系统及包含该液压系统的车辆
中联重科股份有限公司,2014-06-10,CN201410255307.6,2016-05-11,CN104030168B,"汪志凯,孙泽海",一种起重机侧翻预警设备、系统、方法及工程机械
中联重科股份有限公司,2014-05-26,CN201410225341.9,2016-05-11,CN103978427B,金灿,夹具
湖南特力液压有限公司,2013-12-12,CN201310683669.0,2016-04-27,CN103692024B,段孟驰,一种通孔内毛刺去除装置
中联重科股份有限公司,2014-10-15,CN201410545042.3,2016-04-20,CN105501938A,"叶龙,黄毅,景斌,陈亮,张彬",物料分散装置、工程机械和物料分散方法
中联重科股份有限公司,2014-07-29,CN201410366153.8,2016-05-18,CN104195928B,"彭志威,徐仁建,龚敬,谢卓君",摊铺机及其摊铺厚度的识别装置、系统和方法
中联重科股份有限公司,2013-12-17,CN201310692387.7,2016-05-11,CN103708368B,陈凯,用于起升机构的变速比装置、起升机构和起重机
中联重科股份有限公司,2013-12-13,CN201310683873.2,2016-05-11,CN103670846B,"方杰平,郭纪梅,林小珍",一种工程车辆泵油控制方法、装置及系统
中联重科股份有限公司,2014-07-25,CN201410359185.5,2016-05-25,CN104088214B,"李俊,朱春灿,严卫东,李宇菲",搅拌站的成品分料装置
中联重科股份有限公司,2013-06-20,CN201310247331.0,2016-04-20,CN103291603B,"朱小静,梁少磊",切割环及其制造方法和混凝土泵送设备
长沙中联消防机械有限公司,2013-11-28,CN201310626353.8,2016-05-04,CN103629175B,"刘召华,熊炳榕",工作斗液压控制系统与工程车辆
长沙中联消防机械有限公司,2014-09-25,CN201410497277.X,2016-06-08,CN104295547B,欧涛,液压控制回路和工程机械
中联重科股份有限公司,2016-02-05,CN201610081835.3,2016-06-01,CN105626979A,"刘延斌,蒋凯歌,郭伦文,李飞",输送系统、输送管及其制造方法
湖南特力液压有限公司,2014-12-16,CN201410782256.2,2016-06-01,CN104514767B,"谢涛,谢志勇,左美燕",液压缸
上海中联重科桩工机械有限公司,2016-03-14,CN201610142742.7,2016-06-08,CN105649541A,"陈玉磊,欧阳文志,罗慧",双折线变幅机构、双折线旋挖钻机及折桅控制方法
潍柴动力股份有限公司,2013-12-29,CN201310739241.3,2014-04-09,CN103711599A,"刘翀,谢凤,陈火雷,王鹏,刘明",一种实现EGR控制的方法及装置
潍柴动力股份有限公司,2013-12-23,CN201310719744.4,2014-04-02,CN103696862A,"张展腾,仲昆,代子阳,龚英利",一种实现EGR阀开度控制的方法、装置及系统
潍柴动力股份有限公司,2013-12-06,CN201310659039.X,2014-04-02,CN103696864A,"冯杰,杨新达,武玉臣,高鑫,卫文晋",一种高压共轨系统的控制方法及装置
潍柴动力股份有限公司,2013-12-09,CN201310664305.8,2014-04-02,CN103696870A,"李志杰,马宝东,王晓艳,孙振宇",一种柴油机气缸活塞及应用该燃烧室的柴油机
潍柴动力股份有限公司,2013-11-11,CN201310556814.9,2014-04-02,CN103696856A,"李文广,王爽,丁国栋",一种车用起动机及其启动控制装置和控制方法
潍柴动力股份有限公司,2014-01-26,CN201410038039.2,2014-05-07,CN103775386A,"王启峰,冀丽琴,姜山,张飞飞,蔺玉婷,范委修",一种发动机用水泵
潍柴动力股份有限公司,2014-01-22,CN201410031821.1,2014-05-07,CN103775182A,"李栋,刘兴义,秦涛,伏金龙,闫立冰",一种柴油机DPF的灰分量的计算、校验方法及相关装置
潍柴动力股份有限公司,2013-12-24,CN201310721926.5,2014-04-16,CN103729508A,"谢凤,李通通,薛雷,李云华,王培起,刘翀",一种喷油器选型方法及装置
潍柴动力(潍坊)再制造有限公司,2014-01-23,CN201410031926.7,2014-04-23,CN103742517A,"韩继胜,王圣斌,李涛,史学刚,张玉博,孙占昌",一种发动机曲轴及其再制造方法
潍柴动力股份有限公司,2014-01-24,CN201410034944.0,2014-05-21,CN103808197A,"王云英,乔海周,赵晓嵩,张有",一种管式换热器及其扰流装置
潍柴动力股份有限公司,2013-07-31,CN201310329143.2,2013-10-23,CN103364129A,"陆健,李正现,陈占善,王洋,王伟",一种螺纹紧固件轴力测量方法及其测量装置
潍柴动力股份有限公司,2013-07-02,CN201310274431.2,2013-09-25,CN103321747A,"侯斌,王宝军,朱杨,唐金池",一种发动机防护罩机构及发动机系统
潍柴动力股份有限公司,2013-07-31,CN201310329354.6,2013-10-16,CN103353397A,"丁国栋,常会楷,李文广,徐庆增",硅油风扇离合器的离合试验方法及试验系统
潍柴动力股份有限公司,2013-08-19,CN201310362453.4,2013-11-20,CN103397946A,"郭松山,王涛,高鑫,赵中煜,李佳",一种转换发动机上的磁电转速信号的方法和装置
潍柴动力股份有限公司,2013-07-01,CN201310272630.X,2013-09-25,CN103321712A,"朱杨,王宝军,侯斌,唐金池",一种发动机及其集滤装置
潍柴动力股份有限公司,2013-07-02,CN201310275807.1,2013-10-02,CN103335587A,"刘兴义,孔祥花,武迎迎",一种位置传感器在线校验方法和装置
潍柴动力股份有限公司,2013-07-09,CN201310289009.4,2013-10-09,CN103345244A,"郭松山,赵中煜,吴速超,杨洪,葛兆凤",一种电子控制单元的电磁兼容性检测方法及系统
潍柴动力股份有限公司,2013-07-08,CN201310285360.6,2013-10-02,CN103334822A,"韩尔樑,张桂梅,刘林,战东红",一种混合动力总成冷却系统
潍柴动力股份有限公司,2013-08-05,CN201310337557.X,2013-10-23,CN103358910A,"赵福芹,张成国,金强",一种车辆及其油门踏板与车门互锁控制装置
潍柴动力股份有限公司,2013-07-08,CN201310284559.7,2013-09-25,CN103321809A,"汤海威,林敬国",喷油器故障检查方法及装置
中兴通讯股份有限公司,2015-06-26,CN201510362547.0,2017-01-04,CN106294059A,袁虎,网管系统中进程的恢复方法及装置
中兴通讯股份有限公司,2015-03-23,CN201510130529.X,2016-11-23,CN106161290A,"吴昊,李军,徐万夫",一种流间干扰计算方法、装置及通信系统
中兴通讯股份有限公司,2015-06-23,CN201510349609.4,2017-08-08,CN107025506A,"赵长军,唐国均",数据处理方法及装置
中兴通讯股份有限公司,2010-05-06,CN201010178115.1,2015-10-21,CN102238560B,"方建民,和峰,高音",小区休眠的处理方法及系统
中兴通讯股份有限公司,2016-09-29,CN201610872387.9,2018-04-06,CN107888790A,刘爽,电话会议的录音方法及装置
中兴通讯股份有限公司,2011-09-23,CN201110285318.5,2018-04-06,CN103024903B,肖黎英,一种交互基带资源情况和基带资源的共享方法及演进基站
中兴通讯股份有限公司,2016-09-29,CN201610864102.7,2018-04-06,CN107888539A,"曾刚,王东,卢建",物联网终端接入装置及方法
中兴通讯股份有限公司,2016-09-30,CN201610875007.7,2018-04-06,CN107888753A,蒋敏,一种移动终端的控制方法、装置及移动终端
中兴通讯股份有限公司,2016-09-30,CN201610877932.3,2018-04-06,CN107889155A,"何青春,黄河,李楠",一种网络切片的管理方法及装置
中兴通讯股份有限公司,2016-09-29,CN201610864206.8,2018-04-06,CN107889063A,"艾建勋,戴博",多播业务的业务信息、业务信息变更通知方法及装置
中兴通讯股份有限公司,2016-09-30,CN201610876917.7,2018-04-06,CN107888713A,"闫盛男,王仰锋,杜超,王帆,周文彬",一种动态分配MAC地址的方法、装置以及接入设备
中兴通讯股份有限公司,2016-09-29,CN201610864994.0,2018-04-06,CN107889079A,"黄莹,陈琳",资源使用、发送方法及装置、终端、基站
中兴通讯股份有限公司,2016-09-30,CN201610874995.3,2018-04-06,CN107889198A,"牛超,王俊伟",一种通话方法、装置及终端
中兴通讯股份有限公司,2013-02-05,CN201310046116.4,2013-06-05,CN103138578A,"占伟,雷彦",电路控制方法及装置
中兴通讯股份有限公司,2011-08-02,CN201110219354.1,2013-02-06,CN102915254A,"张宁,汪林风,吕伟初",任务管理方法及装置
中兴通讯股份有限公司,2011-08-10,CN201110228818.5,2013-02-13,CN102932771A,李钊,一种漫游用户接入的方法及系统、用户终端、网络侧设备
中兴通讯股份有限公司,2011-08-10,CN201110228686.6,2013-02-13,CN102932845A,"邓云,艾建勋,戴谦,毛磊,许英奇",系统消息的传输方法、网元及系统
中兴通讯股份有限公司,2011-08-19,CN201110239114.8,2013-03-06,CN102957890A,邵明明,一种通信中视频图像播放方法及终端
中兴通讯股份有限公司,2011-09-23,CN201110285318.5,2013-04-03,CN103024903A,肖黎英,一种交互基带资源情况和基带资源的共享方法及演进基站
中兴通讯股份有限公司,2011-09-23,CN201110284803.0,2013-04-03,CN103023545A,"肖华华,鲁照华,朱登魁,宁迪浩",一种无线数据传输方法及网络侧设备
中联重科股份有限公司,2015-01-05,CN201510002721.0,2015-05-20,CN104624501A,"王桂红,余德海,杨雷,任飞,李乡安",砂石分离设备
中联重科股份有限公司,2013-12-13,CN201310685268.9,2015-05-20,CN103693562B,"高一平,黄赞",起重机穿绳卷扬的控制方法、装置、系统及穿绳设备
长沙中联消防机械有限公司,2014-12-12,CN201410767694.1,2015-04-22,CN104535035A,"吕斌,周磊,罗玗琪",用于零件的外形尺寸检测装置和外形尺寸检测系统
中联重科物料输送设备有限公司,2012-10-11,CN201210384516.1,2015-04-29,CN102862829B,"曾维哲,皮为介,李超",隔墙及具有该隔墙的圆形料场
中联重科股份有限公司,2011-12-29,CN201110451496.0,2015-04-29,CN102546941B,"李宇力,杨凯,郑庆华,曾杨,谢夕章",用于工程机械的远程监控系统、移动终端以及工程机械
中联重科物料输送设备有限公司,2012-12-06,CN201210520299.4,2015-04-29,CN102963732B,骆琪胜,混匀堆料设备
中联重科股份有限公司,2014-12-23,CN201410809749.0,2015-04-22,CN104528532A,"齐先武,曹书苾",斜吊状态监测设备及其控制方法、控制设备、以及系统
中联重科股份有限公司,2014-12-12,CN201410767404.3,2015-04-22,CN104528548A,"蒋应龙,刘永赞",吊臂伸缩速度的标定系统和标定方法
中联重科股份有限公司,2014-12-10,CN201410756533.2,2015-04-22,CN104528527A,"颜世军,孙磊",工程机械吊臂的挠度检测系统、方法、装置及工程机械
中联重科股份有限公司,2014-12-31,CN201410852158.1,2015-04-29,CN104555741A,"沈欢,袁野,刘昆朋,刘之安,刘美丽,马忠孝,赵光明,徐琦,刘俊沛,常延沛",一种旋挖钻机主卷扬控制系统及旋挖钻机
中联重科股份有限公司,2013-03-06,CN201310071326.9,2015-04-29,CN103112787B,"钱建军,李建华",塔式起重机的平衡臂和塔式起重机
中联重科股份有限公司,2012-11-15,CN201210460379.5,2015-05-13,CN102923587B,"曾祥斌,蒋孝德",托绳装置、塔机起重臂及其吊绳防坠方法、塔机
中联重科股份有限公司,2014-12-26,CN201410826949.7,2015-05-13,CN104615124A,"刘娟容,高一平",电位器标定装置、电位器标定控制方法、装置及系统
中联重科股份有限公司,2011-11-09,CN201110353304.2,2015-05-13,CN102390084B,"景斌,王朗,邱兵足",干混砂浆设备
中联重科股份有限公司,2012-12-19,CN201210555109.2,2015-05-13,CN103015731B,"朱奇,吴德志,周旭",臂架系统及包含该臂架系统的布料机、泵送设备
中联重科股份有限公司,2013-02-27,CN201310061510.5,2015-07-01,CN103085173B,"周日平,潘小平",移动式砂浆搅拌站
中联重科股份有限公司,2012-08-06,CN201210277244.5,2015-07-15,CN102828621B,"易伟春,尹君,李葵芳,张虎",一种工程机械臂架控制方法、装置及系统
中联重科股份有限公司,2012-10-31,CN201210428246.X,2015-07-15,CN102937018B,"赵亮,黄伟民,杨媛,张刊,肖文静",全摩阻式钻杆的加压控制方法、设备和旋挖钻机
中联重科股份有限公司,2013-07-22,CN201310308110.X,2015-06-03,CN103332615B,"张鹏,宾英,单石福",张紧装置及具有该张紧装置的起重机
中联重科股份有限公司,2011-10-24,CN201110325496.6,2015-06-10,CN102444098B,"李珍,易尧,张涛,罗邵均,刘伯祥",一种清扫设备，清扫车及调整扫盘位置的方法
潍柴动力股份有限公司,2013-08-06,CN201310339709.X,2013-11-20,CN103397924A,"王宝军,朱杨,侯斌,唐金池",一种机油控制体
潍柴动力股份有限公司,2013-05-24,CN201310200034.0,2013-09-11,CN103291482A,"李大明,杨新达,王裕鹏,穆大芸",一种发动机的喷油控制方法、装置及发动机
潍柴动力股份有限公司,2013-05-24,CN201310199576.0,2013-09-11,CN103291481A,"李大明,武玉臣,王裕鹏,孔祥花,赵中煜",一种发动机的预喷控制方法、装置和发动机电控系统
潍柴动力股份有限公司,2012-03-13,CN201210065149.9,2014-07-16,CN102588170B,"韩尔樑,李会收,潘凤文,刘信奎,陈雪丽,王朝辉",一种电动燃油泵控制方法及系统
潍柴动力股份有限公司,2014-09-16,CN201410471960.6,2015-03-04,CN104386584A,"李尧,金钊,杨拴宝",一种起重设备的动力控制方法、动力控制系统
潍柴动力股份有限公司,2011-05-20,CN201110146251.7,2015-02-25,CN102207015B,"孙少军,佟德辉,刘颖帅",一种SCR催化器的温度预测装置和方法
潍柴动力股份有限公司,2014-12-29,CN201410837974.5,2015-04-15,CN104514603A,"王军,王胜,王奉双,谭海亮",一种SCR的控制方法及装置
潍柴动力股份有限公司,2014-12-22,CN201410811034.9,2015-04-29,CN104554144A,"张成国,赵福芹,李同楠",一种紧急解锁方法、装置及系统
潍柴动力股份有限公司,2014-12-22,CN201410810974.6,2015-04-29,CN104564398A,"杨拴宝,李玥,于超",一种发动机控制方法和装置
潍柴动力股份有限公司,2014-12-26,CN201410830667.4,2015-04-22,CN104533560A,"王刚,徐得石,王飞",一种发动机的配气机构及其推杆
潍柴动力股份有限公司,2014-12-24,CN201410819964.9,2015-04-15,CN104514878A,"段军峰,周之光,何汉清,董英荣,张龙聪,王丽伟",一种车辆换挡控制方法及TCU
潍柴动力(潍坊)再制造有限公司,2013-04-22,CN201310141168.X,2015-04-15,CN103192226B,"韩继胜,王圣斌,张兰春,丁韬,杨生明,孙占昌",发动机气缸体加工表面水蚀缺陷的修复方法
潍柴动力股份有限公司,2011-04-21,CN201110108078.1,2015-05-20,CN102182822B,"寇祥荣,陈小磊,张有",换档提示设备和方法
潍柴动力股份有限公司,2013-07-02,CN201310274431.2,2015-05-13,CN103321747B,"侯斌,王宝军,朱杨,唐金池",一种发动机防护罩机构及发动机系统
潍柴动力股份有限公司,2014-09-01,CN201410439812.6,2015-01-14,CN104279036A,"李栋,任宪丰,蔺海艳,王金平,臧润涛",一种宽域氧传感器故障检测方法及装置
潍柴动力股份有限公司,2012-12-27,CN201210580026.9,2015-05-13,CN103010336B,"雷保军,乔海周,张有,李明安,崔健",一种汽车动力总成各部件参数的调整方法及装置
潍柴动力股份有限公司,2014-12-23,CN201410814102.7,2015-05-13,CN104608759A,"李欣欣,张振涛,刁志辉,吕宪勇,王丽伟,赵西伟",一种发动机启动控制方法
潍柴动力股份有限公司,2012-12-18,CN201210552784.X,2015-06-17,CN103016112B,"王奉双,张军,王意宝,陶建忠,张建华,张素英,苗垒",一种选择性催化还原尿素溶液喷射量控制方法及系统
潍柴动力股份有限公司,2012-12-24,CN201210572541.2,2015-06-17,CN103032190B,"李大明,刘兴义,秦涛,王传荣,吴速超",一种基于轨压信号的检测柴油发动机失火的方法及设备
潍柴动力股份有限公司,2017-10-30,CN201711051984.6,2018-02-23,CN107725242A,"李云华,张玲,陈火雷,张朝阳",一种喷油器、电控喷油系统及其控制方法
中联重科股份有限公司,2012-01-06,CN201210004273.4,2015-06-03,CN103192210B,"张海涛,廖孟安,易伟,蓝才红,王丽霞",用于箱体结构的组箱设备
中联重科股份有限公司,2013-06-24,CN201310252928.4,2015-06-03,CN103303800B,"汤小君,高一平,吕舷,彭刚毅,滕宏珍",起重机的回转控制方法和回转控制系统及起重机
中联重科股份有限公司,2013-12-12,CN201310681484.6,2015-06-17,CN104708247A,"李颖,李纲,鲍燕舞,朱涛",箱形结构工件的组对工装
